tabl	6758	2.744802486140284
make	6529	2.779275682227886
menu	6097	2.847732627506703
chees	6066	2.8528300651659926
tast	6042	2.856794391467902
chicago	5826	2.893198815895139
amaz	5798	2.898016443932918
thing	5769	2.9030307191576297
nice	5642	2.9252908618525773
peopl	5454	2.9591801900089854
pretti	5447	2.960464476030845
seat	5396	2.969871536086873
night	5298	2.9882000835825044
perfect	4969	3.052310861812199
recommend	4917	3.0628308860025797
drink	4825	3.081718739641433
flavor	4811	3.0846245117150657
price	4660	3.1165140262948277
bar	4658	3.116943302970233
meal	4654	3.117802409552282
small	4517	3.147681417759915
dinner	4500	3.151452077656108
favorit	4461	3.1601565182862545
bit	4449	3.1628501226084773
worth	4424	3.1684852102123484
made	4210	3.218066826738092
enjoy	4113	3.2413767851840953
side	4101	3.24429862802246
experi	4092	3.2464956263430023
chicken	4072	3.2513951951841604
long	4013	3.2659903831476025
pizza	3980	3.2742476551360356
top	3942	3.2838412657018536
fresh	3942	3.2838412657018536
star	3851	3.3071966195996105
line	3836	3.3110993174111902
serv	3782	3.3252765041961165
review	3775	3.3271290917313943
lot	3697	3.3480077944778874
day	3682	3.352073391621496
plate	3674	3.354248487639448
atmospher	3635	3.3649203634468994
sweet	3537	3.392250564209039
ll	3532	3.3936651916906686
minut	3477	3.409359621406658
tasti	3458	3.4148390871712833
ca	3374	3.4394304903086055
staff	3273	3.4698224789133385
expect	3272	3.4701280556918817
visit	3244	3.4787223381792156
special	3213	3.488324394298661
feel	3209	3.489570112304662
reserv	3147	3.5090798563501124
awesom	3137	3.512262545223841
french	3136	3.5125813719442207
lunch	3100	3.5241273629412815
hour	3092	3.5267113437072064
salad	3060	3.5371145584680925
big	3000	3.5569171857642727
high	2987	3.5612599351984096
end	2985	3.561929727587817
bread	2943	3.5761000051810465
excel	2942	3.576439852253136
wine	2938	3.5778003966806966
bad	2925	3.5822349937485622
disappoint	2906	3.5887519092842908
meat	2890	3.5942729723080413
hot	2890	3.5942729723080413
pork	2890	3.5942729723080413
server	2872	3.6005208232464043
share	2850	3.608210480151823
start	2810	3.622344991086728
portion	2793	3.6284131874693424
busi	2707	3.659688463800218
sit	2660	3.6772033516387745
dessert	2659	3.677579362171499
live	2634	3.6870258711112927
potato	2594	3.70232838853813
find	2567	3.7127915725433787
burger	2558	3.716303771275731
crowd	2557	3.7166947781233324
spot	2516	3.7328591355941882
thought	2515	3.73325667088068
cook	2507	3.736442655256226
beef	2506	3.736841617958506
kind	2494	3.7416416271745376
full	2439	3.763941355198599
person	2428	3.7684616012351304
tapa	2426	3.769285663910524
walk	2408	3.7767329469858075
dine	2406	3.777563856879895
group	2371	3.7922176673491137
beer	2366	3.7943287088761872
huge	2357	3.798139850478388
larg	2330	3.809661206854773
work	2319	3.8143934161589876
super	2304	3.8208827315987373
date	2291	3.8265410709610235
bbq	2277	3.8326706873507796
quick	2271	3.8353092113089606
sandwich	2269	3.8361902686346774
egg	2258	3.841050008704912
area	2207	3.863895347157783
decid	2192	3.870715105346613
fantast	2191	3.8711714138190527
breakfast	2168	3.8817243908549823
crust	2152	3.8891318321328443
open	2133	3.898000034943169
deep	2132	3.898468968128784
sausag	2088	3.9193228044119897
fan	2079	3.9236424655565063
check	2072	3.9270151500351456
waiter	2069	3.9284640756689764
qualiti	2057	3.934280863761562
stop	2033	3.9460169397861726
toast	2019	3.9529271351016817
year	2009	3.9578923885995847
park	2006	3.9593867848926383
fish	1979	3.9729378078119533
half	1978	3.9734432412318617
citi	1956	3.9846279028197564
put	1949	3.9882130539069585
brunch	1948	3.9887262692120387
loud	1941	3.992326170245509
fun	1940	3.9928415013571454
pack	1927	3.9995650850001527
happi	1921	4.002683590645963
style	1920	4.003204288392691
rib	1918	4.004246497971136
crispi	1912	4.007379659803172
select	1910	4.008426232373844
shrimp	1897	4.015255783479505
spici	1892	4.017895003802696
italian	1886	4.0210712902211165
absolut	1869	4.0301259459589565
call	1858	4.036028834040735
week	1856	4.0371058400683735
parti	1846	4.0425083383517215
list	1827	4.052854197036512
attent	1812	4.0610982668115945
size	1811	4.061650295531106
home	1811	4.061650295531106
coupl	1801	4.0671874082385635
left	1796	4.069967504552374
appet	1789	4.0738726699058
arriv	1788	4.07443179768106
sushi	1762	4.089079946918394
surpris	1741	4.10106981364633
waitress	1729	4.107986267731229
bite	1717	4.114950892517044
insid	1706	4.121378025362895
hand	1703	4.12313807275183
bacon	1703	4.12313807275183
item	1700	4.124901223370212
option	1693	4.129027371281384
tomato	1693	4.129027371281384
told	1692	4.129618213248351
final	1682	4.135545912881626
impress	1652	4.1535427993335965
chocol	1650	4.154754186519893
offer	1648	4.155967042945102
part	1647	4.156574023236878
choic	1634	4.164498477994571
weekend	1632	4.165723217890466
fill	1622	4.171869518739161
dip	1618	4.174338655796082
onion	1614	4.176813904584625
ate	1606	4.1817828589078125
found	1602	4.1842766257862145
brisket	1601	4.184901040417804
